id,language_code,description,label
6Gdgjveh01o,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି 8ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
_4F9NkUt0CQ,or,ଦେଖନ୍ତୁ ତୋରି ପାଇଁ ତୋ ପାଇଁ ସୋମ ଶନି ରାତି ୮ଟା ରେ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
5DpikHFozz8,or,ତରଙ୍ଗ ସିନେ ଆୱାର୍ଡରେ ଅଭିନେତ୍ରୀ ଏଲିନା ଅନୁରାଗ Tarang Cine Award 2025,highly_relevant
A9-bzBVdSEQ,or,,highly_relevant
QhKUiB8szaY,or,କାବ୍ୟା କଳ୍ପନା କାମ୍ୟା ସିଏ ନିଜ ଦୁନିଆର ସିଏ ରାଣୀ କଳଙ୍କ ପାଇଁ ଅସ୍ପୃଶ୍ୟ,not_relevant
m__FP6vba1k,en,odishavoice24 Odisha Voice24 delivers reliable information across all platforms TV Internet and Mobile Stay tuned for all the,not_relevant
yzLrW5Xw7QE,or,ଦେଖା ହେବା ଖୁବ୍ ଶୀଘ୍ର ଦେଖନ୍ତୁ ତୋରି ପାଇଁ ତୋ ପାଇଁ ସୋମ ଶନି ରାତି ୮ଟା ରେ,not_relevant
jObKerc5mTI,en,ଦେଖନ୍ତୁ ଆପଣଙ୍କର ପ୍ରିୟ ମେଗା ଧାରାବାହିକ ମୋ ସିନ୍ଦୂରର ଅଧିକାର,not_relevant
Uo6t1fw3wBc,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
nVMH3i0OBnc,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି 8ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
r00g3B8je_w,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
n92vm0NOvDg,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
eJEuX8qBxVI,en,ସଂସ୍କାର ଓ ସମ୍ପର୍କକୁ ନଜର ରଖି ନିଜର ଦାୟିତ୍ୱ ତୁଲେଇପାରେ କେବଳ ରାମ୍,not_relevant
zChLnopQELo,en,ଦେଖନ୍ତୁ ତୋରି ପାଇଁ ତୋ ପାଇଁ ସୋମବାର ରୁ ଶନିବାର ରାତି 8ଟାରେ କେବଳ ତରଙ୍ଗ TV,not_relevant
wUEq2YL1IQI,en,KissDaySpecial ଦୁଇ ମନର ସଂଯୋଗ ଯେଉଁଠି କେବଳ ବିଶ୍ୱାସ ଏବଂ,not_relevant
HASpwLr1La0,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି 8ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
KT2RAcPFv1o,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
f1CgMv-THNE,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଏଇ ସୋମବାର ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ,highly_relevant
kH5T8e3LGbw,en,ଦେଖନ୍ତୁ ଆପଣଙ୍କର ପ୍ରିୟ ମେଗା ଧାରାବାହିକ ମୋ ସିନ୍ଦୂରର ଅଧିକାର ଆଜି ରାତି,not_relevant
jlyuDLlkDYk,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
zRI3gYFKhCk,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଏଇ ସୋମବାର ରାତି ୯ ୩୦ କେବଳ,not_relevant
RJZ1mxnu9U0,en,ଦେଖନ୍ତୁ ଆପଣଙ୍କର ପ୍ରିୟ ମେଗା ଧାରାବାହିକ ମୋ ସିନ୍ଦୂରର ଅଧିକାର ଆଜି ରାତି,not_relevant
l6zrzTRiygk,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
_vC7YKZibFY,or,ଓଡିଆ ତରଙ୍ଗ ସିରିଏଲ କା ହିର ହିରଈନକା love story,highly_relevant
J3w8WmBkB0w,en,RabivaarWithTarangParivaar ଖୋଲିବ ରାମ୍ ଜୀବନର ସବୁଠୁ ବଡ ସତ,not_relevant
#NAME?,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଆଜି ରାତି ୯ ୩୦ କେବଳ ତରଙ୍ଗ,highly_relevant
xYQUAaigCtQ,en,ଦେଖନ୍ତୁ ଆପଣଙ୍କର ପ୍ରିୟ ମେଗା ଧାରାବାହିକ ମୋ ସିନ୍ଦୂରର ଅଧିକାର ଆଜି ରାତି,not_relevant
WlWnFKpS9sU,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଏଇ ସୋମବାର ରାତି ୯ ୩୦ କେବଳ,not_relevant
27NeJzf48Vw,en,ଦେଖନ୍ତୁ ଓଢ଼ଣୀ ରାତି 9 30 ରେ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ Full Episode ଦେଖିବା ପାଇଁ,not_relevant
zEPHPBdMB8Y,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଏଇ ସୋମ ମଙ୍ଗଳ ରାତି ୯ ୩୦,not_relevant
61k7oFDBzaY,or,ବିବାହ ବନ୍ଧନରେ ବାନ୍ଧିହେବାକୁ ପ୍ରସ୍ତୁତ ଅଛନ୍ତି ବବଲି ଓ ତପସ୍ୟା ଦେଖନ୍ତୁ,not_relevant
a5w9OAu0DBE,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
JbkDuPsWODQ,en,ତରଙ୍ଗ ର Best heroine କିଏ Mukti VS Chikiଦେଖନ୍ତୁ,not_relevant
6_n2yzDUoDI,en,Odhani ନୂଆ ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଶୁଭାରମ୍ଭ ଏଇ ଫେବୃଆରୀ ୩,not_relevant
jBPBxpduldI,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆସନ୍ତାକାଲି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
OSVu40V_jZY,en,ଦେଖନ୍ତୁ ଆପଣଙ୍କର ପ୍ରିୟ ମେଗା ଧାରାବାହିକ ମୋ ସିନ୍ଦୂରର ଅଧିକାର ଆଜି ରାତି,not_relevant
GraQRMCbn6c,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
V9Jt64N1vUU,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଏଇ ସୋମବାର ରାତି ୯ ୩୦ କେବଳ,not_relevant
j9BVS7Zy0oA,or,ଅଗସ୍ତି ପରିବାରରେ ଲାଗିବ ନିଶାର ଗ୍ରହଣ ଦେଖନ୍ତୁ ତୋରି ପାଇଁ ତୋ ପାଇଁ ଆଜି,not_relevant
h0i0OS_bSmA,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
KPf_2jEbYNw,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ଓଢ଼ଣୀ ଆଜି ରାତି ୯ ୩୦ କେବଳ ତରଙ୍ଗ,highly_relevant
ty8fH6tAnoQ,en,ଦେଖନ୍ତୁ ବଡ ବୋହୂ ସୋମବାର ରୁ ଶନିବାର ରାତି 9 ଟାରେ କେବଳ ତରଙ୍ଗ TV ରେ Full Episode,not_relevant
6eTm1Ht1T6k,or,ଦେଖନ୍ତୁ ତରଙ୍ଗ ଟିଭି ହିରୋଇନ ମାନଙ୍କ ପ୍ରକୃତ ଘର,highly_relevant
oJ90sLqqR1M,or,ଚେହେରା ବଦଳିପାରେ ହେଲେ ନିଜ ଲୋକଙ୍କଠୁ ସଂପର୍କ ଦୂରେଇ ରହିପାରେନି ଦେଖନ୍ତୁ,not_relevant
m2_mqWPSqww,or,ଦେଖନ୍ତୁ ସିନ୍ଦୁରର ଅଧିକାର ଆଜି ରାତି ୮ ୩୦ରେ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
QcaSJwD6jfY,or,,not_relevant
NvdV78O7Ce8,or,ଦେଖିବାକୁ ଭୁଲିବେନି ମେଗା ଧାରାବାହିକ ବଡ଼ବୋହୂ ଆଜି ରାତି 9ଟା କେବଳ ତରଙ୍ଗ,highly_relevant
zqWXOCe1etg,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
lngXM11FETg,or,ଦେଖିବାକୁ ଭୁଲିବେନି ଅତୁଟ ବନ୍ଧନ ଆଜି ସନ୍ଧ୍ୟା ୭ ୩୦ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
heFLbXV2RFs,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆସନ୍ତାକାଲି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ,highly_relevant
tuOwZTjzJ9U,or,ଦେଖନ୍ତୁ ଓଢ଼ଣୀ ସୋମ ଶୁକ୍ର ରାତି ୯ଟା ୩୦ରେ କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
7wZKcbyjymI,en,ଦେଖନ୍ତୁ ଆପଣଙ୍କର ପ୍ରିୟ ମେଗା ଧାରାବାହିକ ମୋ ସିନ୍ଦୂରର ଅଧିକାର ଆଜି ରାତି,not_relevant
7OgqMFN7DYM,or,,highly_relevant
Dgv32f1ee98,or,ଦେଖନ୍ତୁ ତୋ ରି ପାଇଁ ତୋ ପାଇଁ ଆଜି ରାତି ୮ଟା କେବଳ ତରଙ୍ଗ ଓ ତରଙ୍ଗ ପ୍ଲସରେ,highly_relevant
#NAME?,bn,আবহাওয়ার খবর আবারও ৩ দিন ঝড় বৃষ্টি সাগরে নতুন নিম্নচাপ ভাসবে,highly_relevant
szZ1OhLsAVU,bn,আজকের আবহাওয়ার খবর গোটা দক্ষিণবঙ্গে ঝড় বৃষ্টির সতর্কতা,highly_relevant
YS9hLJmSCFE,en,বেস্ট বেঙ্গল ব্রেকিং নিউজ breaking news of West Bengal cyclone breaking news dear lottery tricks,highly_relevant
HUXoJTceORc,bn,আজ ভোর থেকে তাণ্ডব পশ্চিমবঙ্গ বাংলাদেশ উপকূলে ধেয়ে আসছে,highly_relevant
pq6Wasujrpw,bn,ঘূর্ণিঝড় ফেনজাল থেকে বাঁচবে না পশ্চিমবঙ্গ ভয়ংকর দূর্যোগ ।। Cyclone,highly_relevant
xGpjqqmVz5k,bn,পশ্চিমবঙ্গ ঘূর্ণিঝড় অশনি থেকে শঙ্কামুক্ত আবহাওয়া বিভাগ Welcome to,highly_relevant
3-HHs0VnOF0,bn,পশ্চিমবঙ্গে ঘূর্ণিঝড় রিমালের তাণ্ডবে ছয় জনের মৃ ত্যু,highly_relevant
JUBhkPHcMtE,bn,সাবধান আর রেহাই নেই পশ্চিমবঙ্গের ।। ঘূর্ণিঝড় গতি এগিয়ে আসছে,highly_relevant
3sHMyIpdnNo,bn,হংকংয়ে রবিবার রাতে ট্রপিক্যাল সাইক্লোন টাপাহ আঘাত হানায় জারি,highly_relevant
jJRaQLU42BY,bn,পশ্চিমবঙ্গ ও বাংলাদেশের জন্য আগাম ঘূর্ণিঝড় সতর্কতা শক্তিশালী,highly_relevant
jnyW0t5gAiU,bn,পশ্চিমবঙ্গে ঘূর্ণিঝড় মোখা ্চিমবঙ্গ ূর্ণিঝড় োখা,highly_relevant
G11eACdN0rU,bn,পশ্চিমবঙ্গ ও বাংলাদেশের চরম সতর্কবার্তা । ধেয়ে আসছে ঘূর্ণিঝড়,highly_relevant
0k54XDoIUes,bn,এই মুহূর্তে কোথায় অবস্থান করছে নিম্নচাপ দেখুন বৃষ্টি সাথে ঝোড়ো,highly_relevant
yqu6rsPnL80,bn,আর কয়েক দিনের মধ ্যেই পশ্চিমবঙ্গে আবারও আছড়ে পড়বে ভয়ংকর,highly_relevant
YehC_ViMRpM,bn,ঘূর্ণিঝড় শক্তি কি হতে যাচ্ছে ২০২৫ সালের সবচেয়ে ভয়ংকর ঝড়,highly_relevant
7cm7UNz5abs,bn,ভারতের পশ্চিমবঙ্গে ঘূর্ণিঝড় ইয়াসের প্রভাব,highly_relevant
C7AKgVsnxSM,bn,আজ ২৫ মে শনিবার পশ্চিমবঙ্গ ও বাংলাদেশে ভারী ঝড় বৃষ্টি ও ঘূর্ণিঝড়,highly_relevant
NZfcYfqoEus,bn,,not_relevant
19VQFcgOvJY,bn,ফের নিম্নচাপের ভ্রুকুটি Subscribe to,not_relevant
maXUr9nud0o,bn,কাল ২৪মে শুক্রবার পশ্চিমবঙ্গ ও বাংলাদেশে ভারী ঝড় বৃষ্টি ও,highly_relevant
UoOzfpmNuTE,bn,cyclone ঘূর্ণিঝড় শক্তিশালী হয়ে আছড়ে পড়বে,highly_relevant
AWX7i2sfTX0,bn,আজ ২৭ মে সোমবার পশ্চিমবঙ্গ ও বাংলাদেশে ভারী ঝড় বৃষ্টি ও ঘূর্ণিঝড়,highly_relevant
hyydvW_nRzc,bn,weatherofwestbengal,highly_relevant
vUSP71jeT6A,bn,ধেয়ে আসছে ঘূর্ণিঝড় । পশ্চিমবঙ্গ ও বাংলাদেশের চরম সতর্কবার্তা,highly_relevant
eKnuTgPZSts,bn,বঙ্গোপসাগরে নিম্নচাপের ভ্রুকুটি দক্ষিণবঙ্গে ভারী বৃষ্টির,highly_relevant
H1l_Jg8pbwg,bn,itv ভারতের পশ্চিমবঙ্গে ঘূর্ণিঝড়,highly_relevant
BmFay6SDk9A,en,Welcome to the official Independent Television YouTube channel Independent Television is a 24 7 news oriented satellite,not_relevant
O65veOjgvrk,bn,আর কিছুক্ষণের মধ্যেই ধেয়ে আসছে জোড়া ঘূর্ণিঝড় লণ্ডভণ্ড হবে,highly_relevant
c91wUmmc6CI,bn,Weather Update ফের বজ্রবিদ্যুৎ সহ বৃষ্টির সম্ভাবনা Zee 24 Ghanta Aaheli Ghosh,highly_relevant
bt2Ep5s49Fw,bn,ধেয়ে আসছে ঘূর্ণিঝড় ৩ দিন ধরে চলবে ঝড় বৃষ্টি Weather Alert Bengali,highly_relevant
Ec_lXL-2r7E,bn,foryou ১১ জেলার উপর দিয়ে ৬০ কিলোমিটার বেগে ঝড়ের,highly_relevant
ZYw9jIE5Stg,bn,প্রবল বেগে ভারতের উড়িষ্যার উপকূল অতিক্রম করছে ঘূর্ণিঝড় দানা ।,highly_relevant
Ve3ZbtvkBJ0,bn,চোখ রাঙাচ্ছে ঘূর্ণিঝড় মিগজাউম,highly_relevant
xaPf-h9N3jA,bn,Cyclone Shakti Live Weather report পশ্চিমবঙ্গের উপকূলে ঘূর্ণিঝড় শক্তি ECMWF,highly_relevant
c9u9qfQgmWw,bn,Live Weather Update বাংলার দিকে ঘূর্ণিঝড় । আবহাওয়ার খবর,highly_relevant
2nRJyRsJ6Rc,bn,ঘূর্ণিঝড় মোকাবিলায় আগাম প্রস্তুতি নিয়েছেন মৎস্যজীবীরা,highly_relevant
2bH1-uT4-LA,bn,ঘূর্ণিঝড় কবে কখন আঘাত হানবে ঘূর্ণিঝড় সিএাং ঘূর্ণিঝড় খবর Bangladesh,highly_relevant
gkAMZwib-Tw,en,weather ধেয়ে আসছে ঘূর্ণিঝড় Cyclone Tej,highly_relevant
UuadMhImtXU,bn,আবহাওয়ার খবর পশ্চিমবঙ্গ ও বাংলাদেশে ভারী বৃষ্টি কালবৈশাখী ঝড় ও,highly_relevant
11GsxWgcIjQ,bn,ঘূর্ণিঝড় আছড়ে পরবে পশ্চিমবঙ্গ বাংলাদেশের এইসব জেলায় আজ,highly_relevant
zi-ENnDLHBU,bn,Live Weather Update আবহাওয়ার খবর বাংলার দিকে ধেয়ে আসে ঘূর্ণিঝড়,highly_relevant
6f9CyGNPUTM,bn,Cyclone Asna বঙ্গোপসাগরে নতুন ঘূর্ণাবর্ত তৈরী হতে চলেছে তবে কি এবার,highly_relevant
zdWBPzY59gw,bn,কাল ২৫ মে শনিবার পশ্চিমবঙ্গ ও বাংলাদেশে ভারী ঝড় বৃষ্টি ও,highly_relevant
EA6bb_56Dzs,bn,কাল ২৮ মে মঙ্গলবার পশ্চিমবঙ্গ ও বাংলাদেশে ভারী ঝড় বৃষ্টি ও,highly_relevant
TPREv71PxG8,bn,Cyclone Asna বঙ্গোপসাগরে নতুন ঘূর্ণাবর্ত তৈরী হতে চলেছে তবে কি এবার,highly_relevant
CzlzQG70TS8,bn,আজ কি ঘূর্ণিঝড় আঘাত হানছে পশ্চিমবঙ্গে আবহাওয়া দপ্তরের বড়,highly_relevant
UNTEZejE5lE,bn,Weather Update গাঙ্গেয় পশ্চিমবঙ্গের উপর ফের ঘূর্ণাবাত কলকাতা সহ,highly_relevant
hU9GHLd4sjo,bn,ঘূর্ণিঝড় রেমালের প্রভাবে আজ থেকেই ঝমঝমিয়ে বৃষ্টি কোথায় কোথায়,highly_relevant
L3Qmidxmg6I,en,কেন বাংলায় ঘূর্ণিঝড় দানার প্রভাব পড়বে Why Bengal Will Be Affected By Cyclone Dana,highly_relevant
BjDpqHcz3pA,en,On Aired on NEWS24 on 27th May 2021 Come Join Us for More News Information Visit our Official site,highly_relevant
kT0OVn7rkOU,bn,আবহাওয়ার খবর পশ্চিমবঙ্গ ও বাংলাদেশে ভারী ঝড় বৃষ্টি ও ঘূর্ণিঝড়,highly_relevant
HIUfufnjXvY,bn,Weather Update গভীর নিম্নচাপের জেরে ভারী বৃষ্টির সম্ভাবনা পশ্চিমবঙ্গে,highly_relevant
7WiWnuXD-E0,bn,শুরু হল ঘূর্ণিঝড় যশ ॥ ১৯০ কিমি বেগে ধেয়ে আসছে পশ্চিমবঙ্গের দিকে ॥,highly_relevant
UjbIiZpmOYc,bn,ঘূর্ণিঝড় সিতরাং কালী পুজোতে পশ্চিমবঙ্গ এবং বাংলাদেশে West Bengal,highly_relevant
2Dk9XdqBPNM,bn,Cyclone Asna বঙ্গোপসাগরে নতুন ঘূর্ণাবর্ত তৈরী হতে চলেছে তবে কি এবার,highly_relevant
hQoO4FxKjFw,en,subscribe korun amader YouTube channel ূর্ণিঝড় োচা mocha,not_relevant
_Rs_JD6grPw,bn,আজ পশ্চিমবঙ্গ সহ বাংলাদেশের ঝড় বৃষ্টির পূর্বাভাস আবহাওয়ার খবর,highly_relevant
DtsK79cbI-s,bn,Live পশ্চিমবঙ্গ থেকে কত দূরে রয়েছে এই ঘূর্ণিঝড় মোকা Cyclone Mocha Update,highly_relevant
EwUtBdxZnRY,en,cyclone After making landfall over coastal areas of West Bengal and Bangladesh severe Cyclonic,highly_relevant
m-EGg2O4ZBE,bn,সাইক্লোন নাকি সার্কাস মিডিয়ার উপস্থাপনায় সাইক্লোন যেন এক,highly_relevant
KLC541RhBFg,bn,কালধেয়েআসছেঘূর্ণিঝড় ্চিমবঙ্গওবাংলাদেশেঘূর্ণিঝড়,highly_relevant
Tk_d-gnK2fI,bn,আমফান ঘূর্ণিঝড় এর জন্য লাল সতর্কতা জারি করল পশ্চিমবঙ্গ সরকার,highly_relevant
GzcwbSoluPQ,bn,Dana Cyclone Update পশ্চিমবঙ্গের বিভিন্ন জেলায় প্রবল বৃষ্টি জারি রেড,highly_relevant
FEVRXWg7jpE,bn,আর কিছুক্ষনের মধ ্যেই ঘূর্ণিঝড় আম্ফানের তান্ডব লীলা শুরু,highly_relevant
6ex1S-bhFYc,bn,আজ বৃহস্পতিবার ঝড় বৃষ্টি কোন কোন জেলায় বেশী। Weather update from Alipur weather,highly_relevant
70J2qwuRTbU,bn,মায়ানমার নয় বাঁক নিয়ে পশ্চিমবঙ্গ ও বাংলাদেশের বুকেই আঘাত,highly_relevant
qo6hvcb3024,en,পশ্চিমবঙ্গে যশ ঘূর্ণিঝড়ের তান্ডপ Yash cyclone West Bengal Yash cyclone,highly_relevant
uiX4NgGjC5g,en,ExplaindHouse,highly_relevant
hl9UViyIIjY,bn,১৬৫ কিমি বেগে পশ্চিমবঙ্গ ও বাংলাদেশ আছড়ে পড়বে ঘূর্ণিঝড় মোর্চা,highly_relevant
rYgWLq1_RHs,bn,Live ঘূর্ণিঝড় ইয়াগি এবং ভয়ংকর নিন্নচাপে ভাসবে পশ্চিমবঙ্গ অসম,highly_relevant
c4Kn0QUYYpE,bn,এবার আম্ফানের থেকেও শক্তিশালী ঘূর্ণিঝড় যশ ধেয়ে আসছে পশ্চিমবঙ্গ,highly_relevant
Q8rQhCJu69Q,en,The likely course of cyclone Sitrang is west Bengal and coastal areas of Bangladesh,highly_relevant
cjdRzlnI4Hc,bn,রাতে ভয়ংকর সতর্কতা পশ্চিমবঙ্গ ও বাংলাদেশ জুড়ে ঝড় বৃষ্টি weather,highly_relevant
wzr-Oudqqe0,bn,বাংলাদেশ এবং পশ্চিমবঙ্গে চলছে টানা বৃষ্টি। কোথায় হবে আরও ভারী,highly_relevant
YlyfvumPiQM,bn,,highly_relevant
LEpyRqtA-2o,bn,West Bengal Weather Update দুই থেকে চার ডিগ্রি সেলসিয়াস পর্যন্ত বাড়তে পারে,highly_relevant
Gc2BWlMbYXg,bn,বাংলায় ঘূর্ণিঝড় রেমালের চোখরাঙানি আশঙ্কাপ্রকাশ,highly_relevant
Fh-gmK2rAqs,bn,ধেয়ে আসছে ঘূর্ণিঝড় মিগজাউম,highly_relevant
e6rtEtMJXL0,en,Cyclone Remal Aftermath WB Governor Surveys Kolkata Impact,highly_relevant
Bx8eAX87xCc,bn,ভয়ংকর ঘূর্ণিঝড় সিত্রাং ধেয়ে আসছে পশ্চিমবঙ্গে বাংলাদেশে। Cyclone,highly_relevant
XE8kpnWvpYQ,bn,আসছে ঘূর্ণিঝড় মোচা পশ্চিমবঙ্গ বাংলাদেশজুড়ে তান্ডবে লন্ডভন্ড,highly_relevant
h6S7MnwOCg4,bn,উত্তাল সমুদ্র কত দিন চলবে বৃষ্টির রেশ,highly_relevant
DTsfOBrRPlg,bn,Cyclone Asna বঙ্গোপসাগরে নতুন ঘূর্ণাবর্ত তৈরী হতে চলেছে তবে কি এবার,highly_relevant
boMmxfR828o,bn,Cyclone Biparjoy Cyclone Tej পশ্চিমবঙ্গ বাংলাদেশে আস্তে পারে ঘূর্ণিঝড় তেজ,highly_relevant
xvTPTXXXP7Y,bn,cyclone,highly_relevant
y9rv7pB1arA,bn,দিক পরিবর্তন করে তছনছ করতে আসছে ঘূর্ণিঝড় রেমল এবার পশ্চিমবঙ্গ,highly_relevant
srwp47Ht40o,bn,ধেয়ে আসছে ঘূর্ণিঝড় দানা কখন থেকে বন্ধ হচ্ছে শিয়ালদা দক্ষিণ,highly_relevant
orif4QiyDpc,bn,আবহাওয়ার খবর আজ বিকাল থেকে ঝড় বৃষ্টি দক্ষিণবঙ্গে কালবৈশাখী,highly_relevant
qb2PsxXbTuw,bn,গাঙ্গেয় পশ্চিমবঙ্গের উপর নিম্নচাপ। নিম্নচাপের দোসর মৌসুমী,highly_relevant
QgE1XAaYfdw,en,,highly_relevant
pDZqRh27fxo,bn,farmers affected by cyclone wb কোন জেলায় কত কৃষক ক্ষতিগ্রস্ত জানালেন শোভনদেব,highly_relevant
MqwlxLS2TG8,en,Continuous heavy rainfall has submerged several parts of West Bengal Roads are flooded traffic is disrupted and people,highly_relevant
RU1M3vsXLQI,bn,আসছে ঘূর্ণিঝড় জাওয়াদ ভাসবে পশ্চিমবঙ্গ ও বাংলাদেশ Cyclone Jawad Update,highly_relevant
rVhBpQOzCYA,bn,Cyclone Asna বঙ্গোপসাগরে নতুন ঘূর্ণাবর্ত তৈরী হতে চলেছে তবে কি এবার,highly_relevant
yAKTOsAfInw,bn,টানা বৃষ্টিতে বিপর্যস্ত ভারতের পশ্চিমবঙ্গ। তিন দিনের ভারী,highly_relevant
R-baKgRyVKU,en,kolkatablogger,not_relevant
A-ERSumfHEI,bn,দিল্লি থেকে ফেরার আগে আজ মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায় Mamata,highly_relevant
Ek-JFX3r3yc,bn,weather িভি উত্তাল হচ্ছে,highly_relevant
FLUDwKEuKok,bn,কলকাতা বন্যা পরিস্থিতি াতাবন্যা াতা াতাখবর,highly_relevant
Edz9w1N6F10,en,Enjoy and stay connected with us Subscribe to Jamuna Television on YouTube Like Jamuna,not_relevant
2qmKLiVgMPc,bn,টানা বৃষ্টিতে কলকাতায় চরম দুর্ভোগ Kolkata Rainfall Weather Jago News,highly_relevant
2cH34XZWfdE,bn,কোন দিকে যাচ্ছে ভারতের বন্যা পরিস্থিতি tv news,highly_relevant
qVrht1A6K10,bn,Heavy Rain in Bengal গাঙ্গেয় পশ্চিমবঙ্গে ফুঁসছে নিম্নচাপ জলমগ্ন কলকাতার,highly_relevant
5iX6p9xQQyY,bn,ABP Ananda LIVE নিম্নচাপের প্রভাবে রাতভর বৃষ্টির জেরে কলকাতার বিভিন্ন,highly_relevant
D6W5gzpTb50,bn,মঙ্গলবার নিম্নচাপ আরও ঘনীভূত হবে,not_relevant
FxsJ8WudiuA,en,Breaking News Today সন্ধ্যা ৫ টার বড় খবর Kolkata News STF Punjab Jammu Kashmir Flood,highly_relevant
btCV4DxFVqI,bn,trending SERA 10 বন্যা,highly_relevant
vIPOe0yFy2I,en,Follow us website link for this copy Website Facebook,highly_relevant
xb8qHQBniSE,bn,রাত থেকে টানা বৃষ্টিতে জলমগ্ন Kolkata Weather Update,highly_relevant
